Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Verification,question as step,action,,"Click on the launcher and then click on the entry marked as ""Instant Messenger Contacts"" to open your contact list, has the contact list UI been localized?"
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Verification,question as step,action,,"Close/Minimize all windows, right click on the desktop, is the context menu localized?"
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Verification,question as step,action,,"Click on the ""Default desktop settings"" entry, is the new window that appears localized?"
../testcases/image/1636_Upgrade LTS (Image),0,Misplaced Verification,verification performed,action,Check,Check the box 'Download updates while installing' if a network is available 
../testcases/image/1636_Upgrade LTS (Image),0,Misplaced Verification,verification performed,action,verify,"If connected, verify that your timezone is proposed correctly "
../testcases/image/1636_Upgrade LTS (Image),0,Misplaced Verification,verification performed,action,Verify,Verify that your pre-upgrade files and installed applications are still present
../testcases/image/1639_UbuntuStudio Install,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1639_UbuntuStudio Install,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1640_Install_Minimal_System,0,Misplaced Verification,question as step,action,,Is this time zone correct?
../testcases/image/1640_Install_Minimal_System,0,Misplaced Verification,verification performed,action,verify,"Write changes to disks, verify targets, if correct, to start"
../testcases/image/1640_Install_Minimal_System,0,Misplaced Verification,question as step,action,,How do you want to manage upgrades on this system?
../testcases/image/1640_Install_Minimal_System,0,Misplaced Verification,verification performed,action,Verify,Verify Internet access: sudo apt-get update
../testcases/image/1640_Install_Minimal_System,0,Misplaced Verification,verification performed,action,Verify,Verify access to tasksel: sudo tasksel
../testcases/image/1641_Install_Minimal_Virtual_System,0,Misplaced Verification,question as step,action,,Is this time zone correct?
../testcases/image/1641_Install_Minimal_Virtual_System,0,Misplaced Verification,verification performed,action,verify,"Write changes to disks, verify targets, if correct, to start"
../testcases/image/1641_Install_Minimal_Virtual_System,0,Misplaced Verification,question as step,action,,How do you want to manage upgrades on this system?
../testcases/image/1641_Install_Minimal_Virtual_System,0,Misplaced Verification,verification performed,action,Verify,Verify internet access with: sudo apt-get update
../testcases/image/1641_Install_Minimal_Virtual_System,0,Misplaced Verification,verification performed,action,Verify,Verify access to tasksel: sudo tasksel
../testcases/image/1642_Server_Upgrade_CLI,0,Misplaced Verification,verification performed,action,Check,Check release-upgrade setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,0,Misplaced Verification,verification performed,action,Check,Check release-setting again: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Verification,verification performed,action,Check,Check release-upgrade setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Verification,verification performed,action,Check,Re-Check release-setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Verification,verification performed,action,Check,Check current release: lsb_release -r
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Verification,verification performed,action,Check,Check release version: lsb_release -r
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Verification,verification performed,action,Check,Check release-upgrade setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Verification,verification performed,action,Check,Re-Check release-setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Verification,verification performed,action,Check,Check current release: lsb_release -r
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Verification,verification performed,action,Check,Check the release version: lsb_release -r
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Verification,verification performed,action,Check,Check release-upgrade setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Verification,verification performed,action,Check,Re-Check release-setting: grep '^Prompt=' /etc/update-manager/release-upgrades
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Verification,verification performed,action,Check,Check current release: lsb_release -r>
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Verification,verification performed,action,Check,Check the release version: lsb_release -r
../testcases/image/1655_Xubuntu Core Install tasksel,0,Misplaced Verification,verification performed,action,Verify,Verify that the pre-selected time zone is correct or select your time zone and press Enter
../testcases/image/1655_Xubuntu Core Install tasksel,0,Misplaced Verification,verification performed,action,check,Log in and check the desktop is installed
../testcases/image/1660_Alternate Install (Unencrypted Home),0,Misplaced Verification,verification performed,action,Verify,Verify that the pre-selected time zone is correct or select your time zone and press Enter
../testcases/image/1660_Alternate Install (Unencrypted Home),0,Misplaced Verification,verification performed,action,check,Log in and check the desktop is installed
../testcases/image/1660_Alternate Install (Unencrypted Home),0,Misplaced Verification,verification performed,action,check,Login and check the system installed correctly
../testcases/image/1661_Alternate Install (Manual Partitioning),0,Misplaced Verification,verification performed,action,Verify,Verify that the pre-selected time zone is correct or select your time zone and press Enter
../testcases/image/1661_Alternate Install (Manual Partitioning),0,Misplaced Verification,verification performed,action,check,Log in and check the desktop is installed
../testcases/image/1661_Alternate Install (Manual Partitioning),0,Misplaced Verification,verification performed,action,check,Login and check the system installed correctly
../testcases/image/1687_Xubuntu Core Install,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skips to the 'Where are you?' screen. Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1687_Xubuntu Core Install,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1689_Install (no Network),0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1689_Install (no Network),0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1689_Install (no Network),0,Misplaced Verification,SUT state declaration,action,"[timezone, is, preselected]","With the system not connected to the network, a US timezone is preselected."
../testcases/image/1696_Install BIOS (Server live),0,Misplaced Verification,verification performed,action,Check,Check that the correct SSH keys have been imported by SSHing into the machine or looking in ~/.ssh./
../testcases/image/1697_Install UEFI (Server live),0,Misplaced Verification,verification performed,action,Check,Check that the correct SSH keys have been imported by SSHing into the machine or looking in ~/.ssh./
../testcases/image/1698_Install_BIOS,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1698_Install_BIOS,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1699_Install_UEFI,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1699_Install_UEFI,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1700_Alternate Install (No Network),0,Misplaced Verification,verification performed,action,check,Log in and check the desktop is installed
../testcases/image/1700_Alternate Install (No Network),0,Misplaced Verification,verification performed,action,check,Login and check the system installed correctly
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,Check,Check output of free -h
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,Check,Check auto-configuration of ethernet Run ip addrCheck that a valid IP address is recorded on the eth0 interfaceCheck ping google.comsuccessfully pings a few times (Ctrl+Cto cancel)
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,SUT state declaration,action,"[address, is, recorded]","Configure wifi via netplan Place the following in /etc/netplan/wifi.yaml(substituting the SSID and password as necessary):network: version: 2 wifis: wlan0: dhcp4: true access-points: my-ssid-here: password: my-password-hereRun sudo netplan applyWait a few seconds (to allow DHCP to complete), then run ip addrCheck that a valid IP address is recorded on the wlan0 interfaceCheck ping google.comsuccessfully pings a few times (Ctrl+Cto cancel)"
../testcases/image/1716_Install (entire disk with ZFS),0,Misplaced Verification,verification performed,action,Check,Check 'Erase disk and use ZFS'
../testcases/image/1716_Install (entire disk with ZFS),0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 14 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1716_Install (entire disk with ZFS),0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1716_Install (entire disk with ZFS),0,Misplaced Verification,SUT state declaration,action,"[launches, are, taken]",Click on the release notes hyperlink to confirm that a browser launches and you are taken to the release notes web page.
../testcases/image/1717_Install RST,0,Misplaced Verification,verification performed,action,Check,"Check hardware settings for the hard-drive and if set to ACPI mode, change it to ""RAID"" or ""RST"""
../testcases/image/1717_Install RST,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1717_Install RST,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Verification,verification performed,action,Check,Check 'Install third-party software...'
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Verification,verification performed,action,Check,"Check the checkbox, enter a passphrase and confirm it, then click on the continue button"
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Verification,verification performed,action,verify,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Verification,verification performed,action,Verify,Verify that the full drive space is allocated
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Verification,verification performed,action,verify,"Open a terminal, run the following commands and verify their output (the output depends on your hardware)"
../testcases/image/1719_RaspberryPi 4 4GB Post-install,0,Misplaced Verification,verification performed,action,Check,Check output of free -h
../testcases/image/1719_RaspberryPi 4 4GB Post-install,0,Misplaced Verification,verification performed,action,check,"Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1719_RaspberryPi 4 4GB Post-install,0,Misplaced Verification,verification performed,action,check,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1719_RaspberryPi 4 4GB Post-install,0,Misplaced Verification,verification performed,action,check,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1719_RaspberryPi 4 4GB Post-install,0,Misplaced Verification,verification performed,action,check,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
