Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Choose the desired language
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Choose the language
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Select your location
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Configure locales
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,"At configure keyboard page, select NO "
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Select the country of the keyboard
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Select the keyboard layout
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Select hostname ubuntu as default
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Verify or setup the timezone
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,Choose the device to use as root filesystem
../testcases/image/1443_Rescue Mode,0,Unverified Action,,action,,The list of the Rescue operations will be shown:
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once installation is finished, remove the installation media and reboot."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once the installed system boots, it will boot into the MythTV frontend. Exit the frontend by hitting escape and selecting ""yes, exit now"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Download a demo file. I recommend a MP4 trailer (for example, the 480p MP4 trailer at http://www.sintel.org/download )."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once downloaded, move this file to the /srv/ directory (it must be outside your home directory)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Change ownership on the test file to mythtv:mythtv
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Open the Applications menu and choose system and then ""Mythtv backend setup""."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Say yes to stop the running mythtv-backend service
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once in mythtv-setup, go to ""1. General"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Hit next until you get back to the main menu
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Go to ""2. Capture cards"" and select ""(New capture card)"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Hit Finish, then escape to go back to the main menu"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Go to ""4. Video sources"" and select ""(New video source)"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Hit Finish, then escape to go back to the main menu"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Go to ""5. Input connections"", and select the only option in there (the DEMO recorder)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Hit Next, then finish, then escape to go back to the main menu."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Select yes to start the backend
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Select no when prompted to run mythfilldatabase
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Start the frontend via Applications >Multimedia >MythTV Frontend 
../testcases/image/1445_Install Server iSCSI Root (virtualized KVM),0,Unverified Action,,action,,sudo apt-get install qemu-kvm virt-manager
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,Select your language and press enter
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,From the main menu select Test Memoryand press Enter
../testcases/image/1447_Ubiquity Disk Defects,0,Unverified Action,,action,,Boot up the image
../testcases/image/1447_Ubiquity Disk Defects,0,Unverified Action,,action,,Select English as language and press Enter
../testcases/image/1447_Ubiquity Disk Defects,0,Unverified Action,,action,,From the main menu select Check disk for defectsand press Enter
../testcases/image/1448_Unity Lenses,0,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,1,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,1,Unverified Action,,action,,Click on the application lens icon
../testcases/image/1448_Unity Lenses,1,Unverified Action,,action,,"Open the filter by clicking on ""Filter Results"""
../testcases/image/1448_Unity Lenses,2,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,3,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,3,Unverified Action,,action,,Click on the file lens icon
../testcases/image/1448_Unity Lenses,3,Unverified Action,,action,,"Open the filter by clicking on ""Filter Results"""
../testcases/image/1448_Unity Lenses,4,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,5,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,5,Unverified Action,,action,,Click on the music lens icon
../testcases/image/1448_Unity Lenses,5,Unverified Action,,action,,"Open the filter by clicking on ""Filter Results"""
../testcases/image/1448_Unity Lenses,6,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,6,Unverified Action,,action,,Click on the music lens icon
../testcases/image/1448_Unity Lenses,7,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,8,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,8,Unverified Action,,action,,Click on the videos lens icon
../testcases/image/1448_Unity Lenses,9,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,9,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,9,Unverified Action,,action,,Open the applications lens
../testcases/image/1448_Unity Lenses,10,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1450_Live (netbook),0,Unverified Action,,action,,
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Unverified Action,,action,,
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Unverified Action,,action,,Click on the release notes hyperlink to confirm that a browser launches and you are taken to the release notes web page.
../testcases/image/1452_Netboot Install (ARM Desktop),0,Unverified Action,,action,,
../testcases/image/1452_Netboot Install (ARM Desktop),0,Unverified Action,,action,,"sudo dd bs=1024 if=boot.img-[fb|serial] of=""path-to-raw-sdcard-device""."
../testcases/image/1452_Netboot Install (ARM Desktop),0,Unverified Action,,action,,insert sd card into platform and reboot.
../testcases/image/1453_Netboot Install (ARM Server),0,Unverified Action,,action,,
../testcases/image/1453_Netboot Install (ARM Server),0,Unverified Action,,action,,"sudo dd bs=1024 if=boot.img-[fb|serial] of=""path-to-raw-sdcard-device"""
../testcases/image/1453_Netboot Install (ARM Server),0,Unverified Action,,action,,insert sd card into platform and reboot.
../testcases/image/1454_Dist-Upgrade,0,Unverified Action,,action,,Install the specific releaseyou wish to dist-upgrade from
../testcases/image/1454_Dist-Upgrade,0,Unverified Action,,action,,"Install all updates available for the release you want to upgrade by running update-manager. Click Check if any update is availabe, and click Install to install them"
../testcases/image/1454_Dist-Upgrade,0,Unverified Action,,action,,"Watch it update, noting any errors"
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Boot the CD on a VMWare-ESX system
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Press F4 and select Install a minimal virtual system
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,"Choose your language, country and keyboard layout"
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Set default hostname: ubuntu
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Partition disks: Guided use entire disk
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Select your time zone and set the system clock to UTC
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,User account: enter username and password
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,No software selection.
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Boot the newly created guest
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Log in
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Ping outside network
../testcases/image/1456_Install (JeOS on ESX),0,Unverified Action,,action,,Check with the mount command that virtual disk are mounted read-write
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,NB: A more exhaustive set of test instructions to be used in KVM environments can be found on the BootDegradedRaid wiki page
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,Boot CD and run the CD self-check (then reboot)
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,"Select Install Ubuntu Server or """"Install to Hard Disk"""""
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,"Choose your language, country and keyboard layout"
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,Set hostname: default - ubuntu
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,Confirm time zone detection.
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,"Select ""Yes"" to the ""boot degraded?"" question"
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,User account: enter username and password
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,No software selection.
../testcases/image/1457_Install (default + RAID1),0,Unverified Action,,action,,Reboot and login.
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,Boot CD and run the CD self-check (then reboot)
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,Select Install to hard disk
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,"Choose your language, country and keyboard layout"
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,Set hostname: default - ubuntu
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,"Select ""Yes"" to the ""boot degraded?"" question"
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,Select your time zone and set the system clock to UTC
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,User account: enter username and password
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,No software selection.
../testcases/image/1457_Install (default + RAID1),1,Unverified Action,,action,,Reboot and login.
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,Boot CD and run the CD self-check (then reboot)
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,Select Install to hard disk
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,"Choose your language, country and keyboard layout"
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,Set hostname: default - ubuntu
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,"Select ""Yes"" to the ""boot degraded?"" question"
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,Select your time zone and set the system clock to UTC
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,User account: enter username and password
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,No software selection.
../testcases/image/1457_Install (default + RAID1),2,Unverified Action,,action,,Reboot and login.
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Boot the CD from KVM
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Press F4 and select Install a minimal virtual machine
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,"Choose your language, country and keyboard layout"
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Set default hostname: ubuntu
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Partition disks: Guided use entire disk
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Select your time zone and set the system clock to UTC
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,User account: enter username and password
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,No software selection.
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Boot the newly created guest
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Log in
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Ping outside network
../testcases/image/1458_Install ((JeOS on KVM),0,Unverified Action,,action,,Check with the mount command that virtual disk are mounted read-write
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select a language for the install and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select a location for the install and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,On Keyboard Layout select No and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select the origin of the keyboard and press Enter /!\ The default for your location and language should already be selected.
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select the layout you wish to use on the keyboard and press Enter /!\ The default for your location and language should already be selected.
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Add a hostname for the machine and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Manual and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Configure iSCSI volumes
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,"Select Log into iSCSI targets /!\ If the machine is diskless, these steps will appear before selecting the partition scheme"
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Enter the IP address of the iSCSI target
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Leave the indicator username blank
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select a target from the list
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Finish
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,"On the list of partitions, select the new one (VIRTUAL DISK)"
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,"Select pri/log ""drive size"" FREE SPACE and press Enter"
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Create a new partition and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Change the size to 20.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Primary and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Beginning and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Use as: line and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Ext4 journaling file system and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Done setting up the partition and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,"Select pri/log ""drive size"" FREE SPACE and press Enter"
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Create a new partition and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Change the size to 2.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Logical and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Beginning and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Use as: line and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select swap area and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Done setting up the partition and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,"Select pri/log ""drive size"" FREE SPACE and press Enter"
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Create a new partition and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Press Enter to use the whole of the space remaining
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Logical and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Beginning and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Use as: line and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Ext4 journaling file system and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Done setting up the partition and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Finish partitioning and write changes to disk and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Yes to accept the changes and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Type in your name and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Add a username and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Add a password and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Confirm your password and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select No for encrypted home directory and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Input http proxy info or press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Wait for a while /!\ The install may seem like it has locked at 6% but is actually working in the background.
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Select Yes to setting your clock to utc and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,Remove the cd and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Unverified Action,,action,,This will then reboot the machine log in and check the desktop is installed
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select a language for the install and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select a location for the install and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,On Keyboard Layout select No and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select the origin of the keyboard and press Enter /!\ The default for your location and language should already be selected.
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select the layout you wish to use on the keyboard and press Enter /!\ The default for your location and language should already be selected.
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Add a hostname for the machine and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Manual and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Configure iSCSI volumes
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,"Select Log into iSCSI targets /!\ If the machine is diskless, these steps will appear before selecting the partition scheme"
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Enter the IP address of the iSCSI target
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Enter the username configured in the iSCSI target
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Enter the password configured in the iSCSI target
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select a target from the list
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Finish
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,"On the list of partitions, select the new one (VIRTUAL DISK)"
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,"Select pri/log ""drive size"" FREE SPACE and press Enter"
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Create a new partition and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Change the size to 20.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Primary and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Beginning and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Use as: line and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Ext4 journaling file system and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Done setting up the partition and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,"Select pri/log ""drive size"" FREE SPACE and press Enter"
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Create a new partition and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Change the size to 2.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Logical and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Beginning and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Use as: line and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select swap area and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Done setting up the partition and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,"Select pri/log ""drive size"" FREE SPACE and press Enter"
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Create a new partition and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Press Enter to use the whole of the space remaining
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Logical and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Beginning and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Use as: line and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Ext4 journaling file system and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Done setting up the partition and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Finish partitioning and write changes to disk and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Select Yes to accept the changes and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Type in your name and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Unverified Action,,action,,Add a username and press Enter
