Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1439_Alternate Install (Encryption),0,Eager Action,multiple actions,action,"['Verify', 'or select']",Verify that the pre-selected time zone is correct or select your time zone and press Enter
../testcases/image/1439_Alternate Install (Encryption),0,Eager Action,multiple actions,action,"['Select', 'and press']",Select the disk to use and press Enter
../testcases/image/1439_Alternate Install (Encryption),0,Eager Action,multiple actions,action,"['Confirm', 'and press']",Confirm your encryption passphrase by entering it again and press Enter
../testcases/image/1439_Alternate Install (Encryption),0,Eager Action,multiple actions,action,"['Log', 'and check']",Log in and check the desktop is installed
../testcases/image/1440_Live LTSP,0,Eager Action,multiple actions,action,"['Start', 'and select', '""Try']","Start Edubuntu from an image and select the ""Try Edubuntu without Installing"" option from the boot menu to start up to a full desktop session"
../testcases/image/1440_Live LTSP,0,Eager Action,multiple actions,action,"['Boot', 'and configure']",Boot a thin client and configure it to utilize the live LTSP server
../testcases/image/1441_Install (No Network Connection),0,Eager Action,multiple actions,action,"[', disconnect', ',restrict']","On a physical server, disconnect the network cable(s); if running KVM, make sure to pass '-net nic,model=virtio -net user,restrict=y' on the Testdrive setting window"
../testcases/image/1441_Install (No Network Connection),0,Eager Action,multiple actions,action,"['will fail', '. Accept', 'Accept', 'then select']","The installer will fail to acquire a DHCP address. Accept Continue, and then select Do not configure network at this time"
../testcases/image/1441_Install (No Network Connection),0,Eager Action,multiple actions,action,"[', verify', 'and select']","At ""Write changes to disks"", verify that everythings is right and select YES"
../testcases/image/1442_Mythbuntu Frontend,0,Eager Action,multiple actions,action,"['Go', 'Ubiquity install']","Go though the Ubiquity install as you would any other install. Most options won't matter for this testcase, but be sure to choose the following options' "
../testcases/image/1443_Rescue Mode,0,Eager Action,multiple actions,action,"['Verify', 'or setup']",Verify or setup the timezone
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Go', 'Ubiquity install']","Go though the Ubiquity install as you would any other install. Most options won't matter for this testcase, but be sure to choose the following options"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Change', ':mythtv']",Change ownership on the test file to mythtv:mythtv
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Open', 'and choose']","Open the Applications menu and choose system and then ""Mythtv backend setup""."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Hit', 'then escape']","Hit Finish, then escape to go back to the main menu"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Hit', 'then escape']","Hit Finish, then escape to go back to the main menu"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Go', 'and select']","Go to ""5. Input connections"", and select the only option in there (the DEMO recorder)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Hit', 'then finish', 'then escape']","Hit Next, then finish, then escape to go back to the main menu."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"['Hit', 'and exit']",Hit escape and exit the backend setup.
../testcases/image/1445_Install Server iSCSI Root (virtualized KVM),0,Eager Action,multiple actions,action,"['and connect', 'will need']","Open Virtual Manager and connect to localhost. We will be using the default network for the first part of the environment set up, which allows DHCP and forwarding, as we will need Internet connection"
../testcases/image/1446_Ubiquity MemTest,0,Eager Action,multiple actions,action,"['Select', 'press enter']",Select your language and press enter
../testcases/image/1448_Unity Lenses,6,Eager Action,multiple actions,action,"['Click', 'then click']",Click the pause button next to a track and then click the play button again
../testcases/image/1448_Unity Lenses,8,Eager Action,multiple actions,action,"['Click', '/play']",Click the open/play button
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Select', 'and click']",Select your keyboard layout and click on continue
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Note', 'and install']",Note the state of the 'Erase disk and install FAMILY' radio button
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Enter', ""'confirm""]",Enter a security key and type a different key into the 'confirm the security key' input box
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Enter', 'and type', ""'confirm""]",Enter a security key and type the same key into the 'confirm the security key' input box
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Check', 'and click']",Check 'Overwrite empty disk space' and click the 'Install Now' button
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Select', 'and click']","Select your timezone, and click on the continue button"
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1452_Netboot Install (ARM Desktop),0,Eager Action,multiple actions,action,"['should boot', '. Follow', 'Follow']",System should boot to the debian installer. Follow prompts to install using the following parameters:
../testcases/image/1453_Netboot Install (ARM Server),0,Eager Action,multiple actions,action,"['should boot', '. Follow', 'Follow']",System should boot to the debian installer. Follow prompts to install using the following parameters:
../testcases/image/1454_Dist-Upgrade,0,Eager Action,multiple actions,action,"['Install', '. Click', 'Click', 'and click']","Install all updates available for the release you want to upgrade by running update-manager. Click Check if any update is availabe, and click Install to install them"
../testcases/image/1456_Install (JeOS on ESX),0,Eager Action,multiple actions,action,"['and select', 'select Install']",Press F4 and select Install a minimal virtual system
../testcases/image/1456_Install (JeOS on ESX),0,Eager Action,multiple actions,action,"['Check', '-write']",Check with the mount command that virtual disk are mounted read-write
../testcases/image/1457_Install (default + RAID1),0,Eager Action,multiple actions,action,"['Change', 'you want']","Change ""Do you want to boot degraded?"" answer to ""No"":"
../testcases/image/1457_Install (default + RAID1),0,Eager Action,multiple actions,action,"['Re-', '-add']",Re-add/sync the arrays again
../testcases/image/1457_Install (default + RAID1),1,Eager Action,multiple actions,action,"['Make', '/boot use']",Make sure that the luks devices and /boot use md devices:
../testcases/image/1457_Install (default + RAID1),1,Eager Action,multiple actions,action,"['Change', 'you want']","Change ""Do you want to boot degraded?"" answer to ""No"":"
../testcases/image/1457_Install (default + RAID1),1,Eager Action,multiple actions,action,"['Re-', '-add']",Re-add/sync the arrays again
../testcases/image/1457_Install (default + RAID1),2,Eager Action,multiple actions,action,"['Change', 'you want']","Change ""Do you want to boot degraded?"" answer to ""No"":"
../testcases/image/1457_Install (default + RAID1),2,Eager Action,multiple actions,action,"['Re-', '-add']",Re-add/sync the arrays again
../testcases/image/1458_Install ((JeOS on KVM),0,Eager Action,multiple actions,action,"['Check', '-write']",Check with the mount command that virtual disk are mounted read-write
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Eager Action,multiple actions,action,"['Layout select', 'press Enter']",On Keyboard Layout select No and press Enter
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Eager Action,multiple actions,action,"['Change', '/!\\ Alter', 'Alter']",Change the size to 20.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Eager Action,multiple actions,action,"['Change', '/!\\ Alter', 'Alter']",Change the size to 2.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Eager Action,multiple actions,action,"['Wait', 'may seem']",Wait for a while /!\ The install may seem like it has locked at 6% but is actually working in the background.
../testcases/image/1459_iSCSI Unauthenticated Root Installation,0,Eager Action,multiple actions,action,"['then reboot', 'and check']",This will then reboot the machine log in and check the desktop is installed
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Eager Action,multiple actions,action,"['Layout select', 'press Enter']",On Keyboard Layout select No and press Enter
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Eager Action,multiple actions,action,"['Change', '/!\\ Alter', 'Alter']",Change the size to 20.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Eager Action,multiple actions,action,"['Change', '/!\\ Alter', 'Alter']",Change the size to 2.0 GB and press Enter /!\ Alter for smaller drives
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Eager Action,multiple actions,action,"['Wait', 'may seem']",Wait for a while /!\ The install may seem like it has locked at 6% but is actually working in the background.
../testcases/image/1460_iSCSI Authenticated Root Installation,0,Eager Action,multiple actions,action,"['then reboot', 'and check']",This will then reboot the machine log in and check the desktop is installed
../testcases/image/1461_MAAS (Installer),0,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have the latest Ubuntu development version in a dedicated machine
../testcases/image/1461_MAAS (Installer),0,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have full control over the network
../testcases/image/1461_MAAS (Installer),0,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have internet access or a local mirror of the Ubuntu archive
../testcases/image/1461_MAAS (Installer),0,Eager Action,multiple actions,action,"['and let', 'it finish']",Press enter and let it finish the installation
../testcases/image/1461_MAAS (Installer),0,Eager Action,multiple actions,action,"['Run', 'and fill']","Run ""sudo maas-region-admin createsuperuser"" in your MAAS computer and fill the input fields"
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have the latest Ubuntu Server development versionin an iso
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have a dedicated machine
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have full control over the network
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have internet access or a local mirror of the Ubuntu archive
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Boot', 'USB Key']",Boot up the iso using a CD/DVD or USB Key
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Verify', 'or setup']",Verify or setup the timezone
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"[', verify', 'and select']","At ""Write changes to disks"", verify that everything is right and select YES"
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['and let', 'it finish']",Press enter and let it finish the installation
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Answer', ""'Install""]",Answer 'Yes' to the 'Install the GRUB boot loader to the master boot record?' question
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"[', wait', 'and enter']","After the machine got restarted, wait for the login screen and enter your user credentials"
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Run', 'and fill']","Run ""sudo maas-region-admin createsuperuser"" in your MAAS computer and fill the input fields"
../testcases/image/1461_MAAS (Installer),1,Eager Action,multiple actions,action,"['Run', 'and fill']","Run ""sudo maas-region-admin createsuperuser"" in your MAAS computer and fill the input fields"
../testcases/image/1461_MAAS (Installer),2,Eager Action,multiple actions,action,"['Click', ""'Add""]",Click the 'Add user' button
../testcases/image/1461_MAAS (Installer),2,Eager Action,multiple actions,action,"['Click', ""'Add""]",Click the 'Add user' button
../testcases/image/1461_MAAS (Installer),2,Eager Action,multiple actions,action,"['Log', ', click']","Log out from MAAS, click you admin name (root by default) and select 'logout'"
../testcases/image/1461_MAAS (Installer),3,Eager Action,multiple actions,action,"['Click', ""'Add""]",Click the 'Add user' button
../testcases/image/1461_MAAS (Installer),3,Eager Action,multiple actions,action,"['Fill', 'and mark', ', use']","Fill in the required fields and mark the 'MAAS administrator' field, use 'ubuntuadm' as username"
../testcases/image/1461_MAAS (Installer),3,Eager Action,multiple actions,action,"['Click', ""'Add""]",Click the 'Add user' button
../testcases/image/1461_MAAS (Installer),3,Eager Action,multiple actions,action,"['Log', ', click']","Log out from MAAS, click you admin name (root by default) and select 'logout'"
../testcases/image/1461_MAAS (Installer),4,Eager Action,multiple actions,action,"['Log', ', click']","Log out from MAAS, click your admin name (root by default) and select 'logout'"
../testcases/image/1461_MAAS (Installer),5,Eager Action,multiple actions,action,"['Log', ', click']","Log out from MAAS, click your admin name (root by default) and select 'logout'"
../testcases/image/1461_MAAS (Installer),8,Eager Action,multiple actions,action,"['Click', 'or navigate']",Click the gear or navigate to: http://IP/MAAS/settings
../testcases/image/1461_MAAS (Installer),9,Eager Action,multiple actions,action,"['Please ensure', 'you have']",Please ensure you have the latest Ubuntu Server development versionin an iso
../testcases/image/1461_MAAS (Installer),9,Eager Action,multiple actions,action,"['Boot', 'USB Key']",Boot up the iso using a CD/DVD or USB Key
../testcases/image/1461_MAAS (Installer),9,Eager Action,multiple actions,action,"['Note', 'please ensure', 'please ensure']","Note, if you used virtualbox, please ensure 'network' boot is enabled and is set as the top. For a physical machine, please ensure pxe boot is enabled"
../testcases/image/1461_MAAS (Installer),9,Eager Action,multiple actions,action,"['Click', 'nodes link']",Click the nodes link in the menu bar
../testcases/image/1461_MAAS (Installer),9,Eager Action,multiple actions,action,"['Click', 'Click accept']",Click accept and commission
../testcases/image/1461_MAAS (Installer),9,Eager Action,multiple actions,action,"['should add', 'and prepare']","In order to test maas+juju, you should add and prepare additional nodes now using the above steps"
../testcases/image/1463_MAAS (Server),0,Eager Action,multiple actions,action,"['Find', 'periodically update']",Find the option in the MAAS server preferences to periodically update cloud images.
../testcases/image/1463_MAAS (Server),0,Eager Action,multiple actions,action,"['Set', 'automatically update']",Set it to automatically update
../testcases/image/1463_MAAS (Server),1,Eager Action,multiple actions,action,"['Find', 'to cache']",Find the option in the MAAS server preferences to cache archives locally
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['Boot', '(hold']",Boot the pc using the installation media (hold down con Macs to boot from a cd).
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['Select', 'and press']",Select your country and press Enter
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['layout choose', 'Noand select', 'otherwise choose', 'yesand follow']","If you know your layout choose Noand select it from the list, otherwise choose yesand follow the prompts to detect the layout."
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['Type', 'press enter']",Type a hostname then press enter
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['Choose', 'press enter']",Choose a mirror to use and press enter
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['Type', 'then press']",Type your full name (using capitals) then press Enter.
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['Select', 'would like']",Select the disk you would like to use
../testcases/image/1465_Netboot Install PPC,0,Eager Action,multiple actions,action,"['then press', '""Enter']","Select what you want to install, then press ""Enter"" to confirm"
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Boot', ', skip', 'and start']","Boot up the PREVIOUS RELEASE of FAMILY image -- alternatively, skip the install steps and start the upgrade step below(step ~17) by booting a pre-existing installation"
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Click', 'on continue']",Click on continue
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Note', 'and type']","Note the Keyboard layout and variant, and type some characters in the test area"
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Click', 'on continue']",Click on continue
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1468_Install (upgrade),0,Eager Action,multiple actions,action,"['Open', 'and verify']","Open the Terminal pressing CTRL+ALT+T type ""lsb_release -r"" without the quotes and verify that FAMILY upgraded to the latest release"
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Select', 'and click']",Select your keyboard layout and click on continue
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Select', 'and select', 'and insert']","Select the 'Connect to this network' radio button and select a Wireless network to connect to from the list under it, and insert the Wireless network's password in the 'Password' field"
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Check', 'and uncheck']",Check and uncheck the 'Display password' checkbox
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Select', 'will work']",Select the installation type you want to carry out (any installation type will work; the type of installation is not important for this test) 
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Re-', '-enter']",Re-enter the name of a city from your area
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1469_Other Features,0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1470_Install (manual partitioning re-using home partition),0,Eager Action,multiple actions,action,"['Select', 'and click']",Select your keyboard layout and click on continue
../testcases/image/1470_Install (manual partitioning re-using home partition),0,Eager Action,multiple actions,action,"['Select', 'and use', ""'Add"", ""'Change""]","Select the drive you wish to partition and use the 'Add', 'Change', and 'Delete' buttons to create your desired scheme"
../testcases/image/1470_Install (manual partitioning re-using home partition),0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1470_Install (manual partitioning re-using home partition),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1470_Install (manual partitioning re-using home partition),0,Eager Action,multiple actions,action,"['Open', 'press enter']","Open a terminal using your FAMILY commands or GUI to do so, in terminal enter df -hand press enter"
../testcases/image/1470_Install (manual partitioning re-using home partition),0,Eager Action,multiple actions,action,"['Check', '/home use']",Check that / and /home use different partitions
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Select', 'and click']",Select your keyboard layout and click on continue
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Select', 'and use', ""'Add"", ""'Change""]","Select the drive you wish to partition and use the 'Add', 'Change', and 'Delete' buttons to create your desired scheme"
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Create', 'and title', 'and browse']","Create a new folder on the desktop by right clicking on it and title it 'test', open Firefox and browse to a couple of sites"
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Click', 'on continue']",Click on continue
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1471_Install (erase and re-install),0,Eager Action,multiple actions,action,"['Check', 'and check', 'then open']","Check that the 'test' folder created on the first install has disappeard from the desktop, open Firefox and check that in the history tab has no browsing history, then open a Terminal typing CTRL+ALT+T and type 'df -h' in it without quotes, there should be no /home partition"
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Eager Action,multiple actions,action,"[', make', 'and setup']","If this is your first time, make sure to read the Nexus7 Installation Instructionscompletely and setup ubuntu-nexus7-installer as described in this document."
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Eager Action,multiple actions,action,"['may tell', 'and ask', 'would like', 're-', '-flash']","If you have used this tool before, the next screen may tell you that there were previously downloaded images found and ask if you would like to re-flash using those images. Select 'No'."
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Eager Action,multiple actions,action,"['Click', ""'Agree""]","Click 'OK' on the next screen, read the license agreement, and select 'Agree' to continue the installation"
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Eager Action,multiple actions,action,"['Complete', 'and wait']",Complete the rest of the installation and wait for the device to boot
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Eager Action,multiple actions,action,"['should see', '. Complete', 'Complete']","After the device boots up, you should see the oem installer, asking you to select your time zone, username, etc. Complete this portion of the install as well"
../testcases/image/1494_Nexus7 on screen keyboard,0,Eager Action,multiple actions,action,"['Locate', 'and press']",Locate the dash icon in the launcher and press it to bring up the Dash
../testcases/image/1494_Nexus7 on screen keyboard,0,Eager Action,multiple actions,action,"[', enter', 'sanity check']","Using the on screen keyboard, enter a few basic commands to sanity check the shell such as 'ls', 'pwd', 'uname -a'"
../testcases/image/1495_Nexus7 network manager,0,Eager Action,multiple actions,action,"['Wait', 'and show']",Wait for the network manager indicator animation to stop and show a successful connection
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['""Try', 'and wait']","Press ""Try FAMILY"" and wait for the Live session to start"
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Use', 'and open']",Use the desktop and open some applications to try FAMILY before installing
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Select', 'and click']",Select your keyboard layout and click on continue
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Note', 'and install']",Note the state of the 'Erase disk and install FAMILY' radio button
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Click', 'should read', ""'Install""]","Click on the continue button (if there is only one hard disk in the system, the button should read 'Install now')"
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Select', 'and click']","Select your timezone, and click on the continue button"
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Input', '(Note']",Input your initial user details and password (Note admin can not be used - it is a dedicated Linux User)
../testcases/image/1497_Install (live session),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1498_Upgrade (image),0,Eager Action,multiple actions,action,"['Select', 'and click']",Select your keyboard layout and click on continue
../testcases/image/1498_Upgrade (image),0,Eager Action,multiple actions,action,"['Remove', 'press enter']",Remove the disc and press enter
../testcases/image/1498_Upgrade (image),0,Eager Action,multiple actions,action,"['Open', 'and enter']",Open a Terminal and enter the command lsb_release -a
../testcases/image/1498_Upgrade (image),0,Eager Action,multiple actions,action,"['Open', 'and enter']",Open a terminal and enter the command grep Prompt= /etc/update-manager/release-upgrades
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,0,Eager Action,multiple actions,action,"['Find', 'it autostart']",Find the indicator icon of Chinese Calendar to check whether it autostart
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,1,Eager Action,multiple actions,action,"['Click', 'and select']","Click the indicator icon of Chinese Calendar and select ""Always Top"" menu item"
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,1,Eager Action,multiple actions,action,"['Click', 'and select']","Click the indicator icon of Chinese Calendar and select ""Normal"" menu item"
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,2,Eager Action,multiple actions,action,"['Click', 'the drop']",Click the drop-down box of “Year” on the application window to change the current year
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,2,Eager Action,multiple actions,action,"['Click', 'the drop']",Click the drop-down box of “Month” on the application window change the current month
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,2,Eager Action,multiple actions,action,"['Change', '. Click', 'Click']","Change the date and time in system setting. Click the ""Today"" button to update according to system"
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,3,Eager Action,multiple actions,action,"['Add', 'then click']","Add content to the popped up Memo, then click the green tick"
../testcases/image/1503_Ubuntu Kylin Chinese Calendar,3,Eager Action,multiple actions,action,"['Add', 'then click']","Add content to the popped up Memo, then click the red cross"
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['Select', 'and press']",Select your country and press Enter
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['layout choose', 'Noand select', 'otherwise choose', 'yesand follow']","If you know your layout choose Noand select it from the list, otherwise choose yesand follow the prompts to detect the layout."
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['Choose', 'press enter']",Choose a mirror to use and press enter
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['Type', 'then press']",Type your full name (using capitals) then press Enter
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['then type', 'and confirm']","Select ""No"" then type and confirm the password you want to use"
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['Select', 'would like']",Select the disk you would like to use
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['Select', 'press enter']",Select the desktop FAMILY (or any other for particular installations) with space bar and press enter 
../testcases/image/1504_Netboot Install (Desktop),0,Eager Action,multiple actions,action,"['Remove', 'and click']",Remove they installation media and click on the continue button
../testcases/image/1513_Ubuntu Kylin Weather Indicator,0,Eager Action,multiple actions,action,"['. Click', 'Click', '""Configure', 'then click', 'and click', ',input', ',click', 'and choose', 'then click', 'then click']","When you first startup the Indicator China Weather, you need to configure your location. Click ""Configure..."" menu,then click ""Locale"" and click ""Add(A)"" button,input the location in chinese or in pinyin,click ""Search"" button and choose a locale then click ""Forward(F)"" and ""Apply(A)"" button,then click the ""OK(O)"" button to finish the configuration. "
