Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,action,Specify an,Specify an amount of the volume group to use for guided partitioning and press Enter
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,enter a,You should be prompted to enter a password
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,entered a,"You should be prompted to confirm ( If you entered a weak password, confirm that you want to keep it or select no and enter a stronger one)."
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,enter a,"You should be prompted to confirm ( If you entered a weak password, confirm that you want to keep it or select no and enter a stronger one)."
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,see an,You should see an option to select a disk to install on
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,select a,You should see an option to select a disk to install on
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,enter an,You should be asked to enter an encryption passphraser
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,specify an,You should be asked to specify an amount of the volume group to use for guided partitioning
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,see a,You should see a request to confirm writing the changes to disk
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,see a,You should see a request for http proxy information
../testcases/image/1439_Alternate Install (Encryption),0,Ambiguous Test,verb + indefinite determiner,verification,see a,You should see a request to confirm date and time
../testcases/image/1440_Live LTSP,0,Ambiguous Test,adverb of manner,verification,properly,Edubuntu desktop boots up properly
../testcases/image/1440_Live LTSP,0,Ambiguous Test,verb + indefinite determiner,action,Select an,Select an unused network interface
../testcases/image/1440_Live LTSP,0,Ambiguous Test,verb + indefinite determiner,action,Boot a,Boot a thin client and configure it to utilize the live LTSP server
../testcases/image/1440_Live LTSP,0,Ambiguous Test,verb + indefinite determiner,verification,displays a,"""LTSP Live"" launches and displays a prompt"
../testcases/image/1440_Live LTSP,0,Ambiguous Test,verb + indefinite determiner,verification,obtains a,Thin client boots and obtains a working desktop from server
../testcases/image/1441_Install (No Network Connection),0,Ambiguous Test,verb + indefinite determiner,action,acquire a,"The installer will fail to acquire a DHCP address. Accept Continue, and then select Do not configure network at this time"
../testcases/image/1441_Install (No Network Connection),0,Ambiguous Test,verb + indefinite determiner,action,Choose a,Choose a password
../testcases/image/1442_Mythbuntu Frontend,0,Ambiguous Test,adverb of manner,action,only,"Select ""Watch TV"". (this will only work if you have a backend already in the network)"
../testcases/image/1442_Mythbuntu Frontend,0,Ambiguous Test,adjective,action,Most,"Go though the Ubiquity install as you would any other install. Most options won't matter for this testcase, but be sure to choose the following options' "
../testcases/image/1442_Mythbuntu Frontend,0,Ambiguous Test,verb + indefinite determiner,action,have a,"Select ""Watch TV"". (this will only work if you have a backend already in the network)"
../testcases/image/1442_Mythbuntu Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,have no,"Do NOT name the user mythtvAutomatic (Guided) Partitioning""Frontend""If you have no remote, choose no remote suppportFor the security key, enter the PIN from the backend (in the backend testcase, this is set to 1234)"
../testcases/image/1442_Mythbuntu Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,choose no,"Do NOT name the user mythtvAutomatic (Guided) Partitioning""Frontend""If you have no remote, choose no remote suppportFor the security key, enter the PIN from the backend (in the backend testcase, this is set to 1234)"
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,adjective,verification,more,This case requires more than one root partition
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,action,Rescue a,"Select ""Rescue a broken system"""
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,action,Execute a,Execute a shell /dev/sda1 (or what you have choosed as root filesytem)
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,action,Execute a,Execute a shell in the installer environement
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,action,Choose a,Choose a different root file system
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,verification,is a,Ensure that changes have been made and that there is a new file created
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,verification,Ensure that,Ensure that chroot works and that files are listed in both enviroments
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,verification,place a,Select Reinstall GRUB boot loader and press Enter. Doing this will remove your Grub config and mbr and place a new automatic version in it's place
../testcases/image/1443_Rescue Mode,0,Ambiguous Test,verb + indefinite determiner,verification,Choose a,Select Choose a different root file system
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,adverb of manner,verification,safely,You may get a warning that the tuner is set to start on a channel that doesn't exist. This can be safely ignored since we are using a test recorder.
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,adjective,action,Most,"Go though the Ubiquity install as you would any other install. Most options won't matter for this testcase, but be sure to choose the following options"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,action,Download a,"Download a demo file. I recommend a MP4 trailer (for example, the 480p MP4 trailer at http://www.sintel.org/download )."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,action,recommend a,"Download a demo file. I recommend a MP4 trailer (for example, the 480p MP4 trailer at http://www.sintel.org/download )."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,action,move this,"Once downloaded, move this file to the /srv/ directory (it must be outside your home directory)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,have no,"Do NOT name the user mythtvAutomatic (Guided) Partitioning""Primary Backend w/ Frontend""""MythTV service"" checkbox is checkedIf you have no remote, choose no remote suppport"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,choose no,"Do NOT name the user mythtvAutomatic (Guided) Partitioning""Primary Backend w/ Frontend""""MythTV service"" checkbox is checkedIf you have no remote, choose no remote suppport"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,get a,You may get a warning that the tuner is set to start on a channel that doesn't exist. This can be safely ignored since we are using a test recorder.
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,using a,You may get a warning that the tuner is set to start on a channel that doesn't exist. This can be safely ignored since we are using a test recorder.
../testcases/image/1446_Ubiquity MemTest,0,Ambiguous Test,verb + indefinite determiner,action,press any,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1446_Ubiquity MemTest,0,Ambiguous Test,verb + indefinite determiner,verification,show any,The test should finish and show any errors
../testcases/image/1447_Ubiquity Disk Defects,0,Ambiguous Test,verb + indefinite determiner,action,Press any,Press any key to reboot your system
../testcases/image/1448_Unity Lenses,0,Ambiguous Test,adverb of manner,verification,recently,"The search entry should show ""search applications"" and you should have three categories: - recently used apps - installed - apps available for download"
../testcases/image/1448_Unity Lenses,1,Ambiguous Test,adjective,verification,least,"Search results should change, at least on one category"
../testcases/image/1448_Unity Lenses,1,Ambiguous Test,verb + indefinite determiner,action,Make a,Make a search
../testcases/image/1448_Unity Lenses,3,Ambiguous Test,adjective,verification,least,"It should change the results, at least on one category"
../testcases/image/1448_Unity Lenses,3,Ambiguous Test,verb + indefinite determiner,action,Make a,Make a search
../testcases/image/1448_Unity Lenses,5,Ambiguous Test,adjective,verification,least,"It should change the results, at least on one category"
../testcases/image/1448_Unity Lenses,5,Ambiguous Test,verb + indefinite determiner,action,Make a,Make a search
../testcases/image/1448_Unity Lenses,5,Ambiguous Test,verb + indefinite determiner,verification,show some,"it should impact the result on each category. A search for a popular group like ""u2"" should show some online result in an additional category"
../testcases/image/1448_Unity Lenses,6,Ambiguous Test,verb + indefinite determiner,action,Make a,Make a search
../testcases/image/1448_Unity Lenses,6,Ambiguous Test,verb + indefinite determiner,verification,show some,"it should impact the result on each category. A search for a popular group like ""u2"" should show some online result in an additional category"
../testcases/image/1448_Unity Lenses,7,Ambiguous Test,verb + indefinite determiner,verification,showing a,"A lens preview should appear showing a preview of the file (the file icon), with right and left buttons to scroll between previews, and some details on the filename and the time and date information. Further several buttons; email, open/play, and show in folder should exist below the preview"
../testcases/image/1448_Unity Lenses,8,Ambiguous Test,verb + indefinite determiner,verification,showing a,"A lens preview should appear showing a preview of the file (the file icon), with right and left buttons to scroll between previews, and some details on the filename and the time and date information. Further several buttons; open, and show in folder should exist below the preview"
../testcases/image/1448_Unity Lenses,9,Ambiguous Test,adverb of manner,verification,potentially,"A lens preview should appear showing a preview of the application (potentially a screenshot), with right and left buttons to scroll between previews, and some details on the application, including the review from the software center. Further two buttons; uninstall and launch should exist below the preview"
../testcases/image/1448_Unity Lenses,9,Ambiguous Test,adverb of manner,verification,potentially,"A lens preview should appear showing a preview of the application (potentially a screenshot), with right and left buttons to scroll between previews, and some details on the application, including the review from the software center. Further two buttons; developer site and a download button should exist below the preview"
../testcases/image/1448_Unity Lenses,9,Ambiguous Test,verb + indefinite determiner,verification,showing a,"A lens preview should appear showing a preview of the application (potentially a screenshot), with right and left buttons to scroll between previews, and some details on the application, including the review from the software center. Further two buttons; uninstall and launch should exist below the preview"
../testcases/image/1448_Unity Lenses,9,Ambiguous Test,verb + indefinite determiner,verification,showing a,"A lens preview should appear showing a preview of the application (potentially a screenshot), with right and left buttons to scroll between previews, and some details on the application, including the review from the software center. Further two buttons; developer site and a download button should exist below the preview"
../testcases/image/1448_Unity Lenses,9,Ambiguous Test,verb + indefinite determiner,verification,add a,The application should install and add a new launcher icon to the launcher
../testcases/image/1448_Unity Lenses,10,Ambiguous Test,adverb of manner,verification,potentially,"A lens preview should appear showing a preview of the item (potentially a picture), with right and left buttons to scroll between previews, and some details on the item. Further one buy button should exist below the preview"
../testcases/image/1448_Unity Lenses,10,Ambiguous Test,adjective,action,more,Right click on one of the listings in the more-suggestions category
../testcases/image/1448_Unity Lenses,10,Ambiguous Test,adjective,verification,more,A more-suggestions category should appear
../testcases/image/1448_Unity Lenses,10,Ambiguous Test,verb + indefinite determiner,verification,showing a,"A lens preview should appear showing a preview of the item (potentially a picture), with right and left buttons to scroll between previews, and some details on the item. Further one buy button should exist below the preview"
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,adverb of manner,action,only,"If there is only one hard disk, skip to step 14 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads the installer displaying Welcome dialog with language selection and 'Try FAMILY' and 'Install FAMILY' buttons
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,adverb of manner,verification,accurately,Available options should represent the state of your system accurately
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,adverb of manner,verification,Additionally,"Name, username and password are accepted. Additionally, the continue button is enabled"
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,adverb of manner,verification,entirely,The slideshow is entirely in your language
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,verb + indefinite determiner,action,Enter a,Enter a security key and type a different key into the 'confirm the security key' input box
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,verb + indefinite determiner,action,type a,Enter a security key and type a different key into the 'confirm the security key' input box
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,verb + indefinite determiner,action,Enter a,Enter a security key and type the same key into the 'confirm the security key' input box
../testcases/image/1451_Install (entire disk with lvm and encryption),0,Ambiguous Test,verb + indefinite determiner,verification,Choose a,The 'Choose a security key' screen is displayed with the 'Install now' button greyed out
../testcases/image/1454_Dist-Upgrade,0,Ambiguous Test,verb + indefinite determiner,action,noting any,"Watch it update, noting any errors"
../testcases/image/1454_Dist-Upgrade,0,Ambiguous Test,verb + indefinite determiner,verification,experiencing any,Any errors encountered during the upgrade?Any errors encountered after rebooting to new desktop?Does your hardware still work properly?Are you experiencing any application or background service crashes?
../testcases/image/1455_Post-installation (Ubuntu Studio),0,Ambiguous Test,adverb of manner,verification,properly,Start Jack and confirm it runs properly (DSP shows a percentage). Then stop jack to confirm it closes properly (DSP shows 0%). Finish by starting Jack and keeping it on for the duration of this test.
../testcases/image/1455_Post-installation (Ubuntu Studio),0,Ambiguous Test,adverb of manner,verification,properly,Start Jack and confirm it runs properly (DSP shows a percentage). Then stop jack to confirm it closes properly (DSP shows 0%). Finish by starting Jack and keeping it on for the duration of this test.
../testcases/image/1455_Post-installation (Ubuntu Studio),0,Ambiguous Test,adjective,verification,more,See http://help.ubuntu.com/community/UbuntuStudio/ProAudioIntro for more info on audio on Ubuntu Studio if you're having trouble. 
../testcases/image/1455_Post-installation (Ubuntu Studio),0,Ambiguous Test,verb + indefinite determiner,verification,shows a,Start Jack and confirm it runs properly (DSP shows a percentage). Then stop jack to confirm it closes properly (DSP shows 0%). Finish by starting Jack and keeping it on for the duration of this test.
../testcases/image/1455_Post-installation (Ubuntu Studio),0,Ambiguous Test,verb + indefinite determiner,verification,Create a,"Create a quick beat and play it - you should hear sound. If you aren't hearing any sound, make sure that connections are accurate in Carla ->Patchbay, and that your hardware levels are not muted."
../testcases/image/1455_Post-installation (Ubuntu Studio),0,Ambiguous Test,verb + indefinite determiner,verification,hearing any,"Create a quick beat and play it - you should hear sound. If you aren't hearing any sound, make sure that connections are accurate in Carla ->Patchbay, and that your hardware levels are not muted."
../testcases/image/1456_Install (JeOS on ESX),0,Ambiguous Test,adverb of manner,action,newly,Boot the newly created guest
../testcases/image/1456_Install (JeOS on ESX),0,Ambiguous Test,verb + indefinite determiner,action,Install a,Press F4 and select Install a minimal virtual system
../testcases/image/1456_Install (JeOS on ESX),0,Ambiguous Test,verb + indefinite determiner,action,returns a,Check that the uname -r returns a -virtual kernel:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,comparative adverb,action,more,NB: A more exhaustive set of test instructions to be used in KVM environments can be found on the BootDegradedRaid wiki page
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array on a single disk (note that you may have to wait up to 5 minutes for mdadm to time out and boot into degraded mode):
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,simply,"/!\ If you simply disconnect the first disk (disk1) and reconnect the second disk (disk2) - disk 1 disconnected, disk 2 connected - you risk disk corruption; see bug 557429)"
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,correctly,Check that the system boots correctly (there should be no error or delay)
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,completely,"All arrays should have been assembled completely again, possibly still syncing."
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,possibly,"All arrays should have been assembled completely again, possibly still syncing."
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,manually,You may have to add any missing devices back to the RAIDs manually. This is not a bug (see bug 791454)! A manual addition would be:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,only,"Note that this may fail with a message requiring you to zero the superblock first, this is a result of an added check in mdadm 3.2, and should only happen on precise or later (see bug 943397)."
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array on a single disk:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array on a single disk (note that you may have to wait up to 5 minutes for mdadm to time out and boot into degraded mode):
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,add any,You may have to add any missing devices back to the RAIDs manually. This is not a bug (see bug 791454)! A manual addition would be:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,doing a,"make sure that all disk arrays are synchronized before proceeding, if the array is doing a full re-sync, it may take a few minutes, use"
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,take a,"make sure that all disk arrays are synchronized before proceeding, if the array is doing a full re-sync, it may take a few minutes, use"
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array on a single disk:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),0,Ambiguous Test,verb + indefinite determiner,verification,get a,Check if users/admin get a notification message and beep about the failing raid.
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,adverb of manner,verification,automatically,RAID1 array for swap (should it get encrypted automatically?)
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array on a single disk (note that you may have to wait up to 5 minutes for mdadm to time out and boot into degraded mode):
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,adverb of manner,verification,correctly,"Disconnect the first disk (disk1) and reconnect the second disk (disk2) - disk 1 disconnected, disk 2 connected. This results in booting the other half of the array, to see if this array segmentation is detected correctly afterwards. (see Bug #557429)"
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array on a single disk:
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array on a single disk (note that you may have to wait up to 5 minutes for mdadm to time out and boot into degraded mode):
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array on a single disk:
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),1,Ambiguous Test,verb + indefinite determiner,verification,get a,Check if users/admin get a notification message and beep about the failing raid.
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array on a single disk (note that you may have to wait up to 5 minutes for mdadm to time out and boot into degraded mode):
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array on a single disk:
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,adverb of manner,verification,correctly,Check that system boots correctly from the degraded RAID1 array:
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,verb + indefinite determiner,action,using a,"Make sure that lvm uses luks, and luks is using a md device:"
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array on a single disk (note that you may have to wait up to 5 minutes for mdadm to time out and boot into degraded mode):
../testcases/image/1457_Install (default + RAID1),2,Ambiguous Test,verb + indefinite determiner,verification,Check that,Check that system boots correctly from the degraded RAID1 array on a single disk:
