Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1471_Install (erase and re-install),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone corresponds with your timezone and the city indicated in the text box "
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Conditional Test Logic,dependent clause,action,If,"If this is your first time, make sure to read the Nexus7 Installation Instructionscompletely and setup ubuntu-nexus7-installer as described in this document."
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Conditional Test Logic,dependent clause,action,If,"If you have used this tool before, the next screen may tell you that there were previously downloaded images found and ask if you would like to re-flash using those images. Select 'No'."
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Conditional Test Logic,dependent clause,action,After,"After the device boots up, you should see the oem installer, asking you to select your time zone, username, etc. Complete this portion of the install as well"
../testcases/image/1493_Install Nexus7 (ubuntu-nexus7-installer),0,Conditional Test Logic,dependent clause,verification,After,"After all installation steps are complete, you should be at an Ubuntu desktop"
../testcases/image/1494_Nexus7 on screen keyboard,0,Conditional Test Logic,dependent clause,action,If,"If the on screen keyboard does not appear, tap the input box at the top of the Dash screen"
../testcases/image/1494_Nexus7 on screen keyboard,0,Conditional Test Logic,dependent clause,verification,After,"After you get about as far as 'term', you will probably see an icon for 'Terminal' just below the text entry field"
../testcases/image/1494_Nexus7 on screen keyboard,0,Conditional Test Logic,dependent clause,action,If,"If the on screen keyboard is not present, tap inside the terminal window near where the cursor is blinking"
../testcases/image/1495_Nexus7 network manager,0,Conditional Test Logic,dependent clause,verification,If,"If you have a local wifi access point, you should see it in the list"
../testcases/image/1495_Nexus7 network manager,0,Conditional Test Logic,dependent clause,verification,If,"If a passphrase or key is needed to associate with your access point, you will need to enter it now"
../testcases/image/1497_Install (live session),0,Conditional Test Logic,dependent clause,action,When,When ubiquity starts select your language in the left column
../testcases/image/1497_Install (live session),0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer should skip to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1497_Install (live session),0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1497_Install (live session),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1498_Upgrade (image),0,Conditional Test Logic,dependent clause,action,If,"If connected, verify that your timezone is proposed correctly "
../testcases/image/1502_Xubuntu Raring Parole 0.5.0,0,Conditional Test Logic,dependent clause,verification,If,"If a required codec is missing, an installation prompt should appear and install the missing codec. Afterwards, media playback should begin."
../testcases/image/1504_Netboot Install (Desktop),0,Conditional Test Logic,dependent clause,action,If,"If you know your layout choose Noand select it from the list, otherwise choose yesand follow the prompts to detect the layout."
../testcases/image/1504_Netboot Install (Desktop),0,Conditional Test Logic,dependent clause,action,If,"If you have a http proxy type its details now, otherwise just press enter"
../testcases/image/1513_Ubuntu Kylin Weather Indicator,0,Conditional Test Logic,dependent clause,action,When,"When you first startup the Indicator China Weather, you need to configure your location. Click ""Configure..."" menu,then click ""Locale"" and click ""Add(A)"" button,input the location in chinese or in pinyin,click ""Search"" button and choose a locale then click ""Forward(F)"" and ""Apply(A)"" button,then click the ""OK(O)"" button to finish the configuration. "
../testcases/image/1514_Ubuntu Kylin Music Lens,0,Conditional Test Logic,dependent clause,action,If,"If the buttons "">"" and """" or ""<"""
../testcases/image/1611_Live Session Persistence,0,Conditional Test Logic,dependent clause,action,When,When ubiquity starts select your language in the left column
../testcases/image/1628_Xubuntu Post-install,0,Conditional Test Logic,dependent clause,action,If,"If you have access to more than one method to connect to Internet, connect to them all"
../testcases/image/1628_Xubuntu Post-install,2,Conditional Test Logic,dependent clause,action,If,"If you have a USB drive, plug it in"
../testcases/image/1636_Upgrade LTS (Image),0,Conditional Test Logic,dependent clause,action,If,"If connected, verify that your timezone is proposed correctly "
../testcases/image/1639_UbuntuStudio Install,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1639_UbuntuStudio Install,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1639_UbuntuStudio Install,0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1640_Install_Minimal_System,0,Conditional Test Logic,dependent clause,action,How,How do you want to manage upgrades on this system? 
../testcases/image/1641_Install_Minimal_Virtual_System,0,Conditional Test Logic,dependent clause,action,if,"Is this time zone correct? if correct, to setup"
../testcases/image/1641_Install_Minimal_Virtual_System,0,Conditional Test Logic,dependent clause,action,How,How do you want to manage upgrades on this system? 
../testcases/image/1641_Install_Minimal_Virtual_System,0,Conditional Test Logic,dependent clause,verification,When,"When asked, add sudo password"
../testcases/image/1642_Server_Upgrade_CLI,0,Conditional Test Logic,dependent clause,verification,If,"If asked to install files, type "
../testcases/image/1642_Server_Upgrade_CLI,0,Conditional Test Logic,dependent clause,verification,If,If Prompt=normal then: sudo sed -i 's/Prompt=never/Prompt=never/'
../testcases/image/1642_Server_Upgrade_CLI,0,Conditional Test Logic,dependent clause,verification,If,If Prompt=lts then: sudo sed -i 's/Prompt=lts/Prompt=never/'
../testcases/image/1642_Server_Upgrade_CLI,0,Conditional Test Logic,dependent clause,verification,If,"If sed command fails, edit manually, changing to: Prompt=never"
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,verification,If,"If asked to install files, type "
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,verification,If,If Prompt=never then: sudo sed -i 's/Prompt=never/Prompt=normal/'
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,verification,If,If Prompt=lts then: sudo sed -i 's/Prompt=lts/Prompt=normal/'
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,verification,If,"If sed command fails, edit manually, changing to: Prompt=normal"
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,verification,If,"If a new release is found, APT will add repositories and upgrade"
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,action,When,"When asked to start the upgrade, type "
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,action,When,"When asked, restart services during package upgrades without asking, select "
../testcases/image/1642_Server_Upgrade_CLI,1,Conditional Test Logic,dependent clause,action,When,"When asked, remove obsolete packages, type "
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,verification,If,"If asked to install files, type "
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,verification,If,If Prompt=normal then: sudo sed -i 's/Prompt=normal/Prompt=lts/'
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,verification,If,If Prompt=never then: sudo sed -i 's/Prompt=never/Prompt=lts/'
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,verification,If,"If sed command fails, edit manually, changing to: Prompt=LTS"
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,verification,If,"If a new release is found, APT will add repositories and upgrade"
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,action,When,"When asked to start the upgrade, type "
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,action,When,"When asked, restart services during package upgrades without asking, select "
../testcases/image/1642_Server_Upgrade_CLI,2,Conditional Test Logic,dependent clause,action,When,"When asked, Remove obsolete packages, type "
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,verification,If,"If asked to install files, type "
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,verification,If,If Prompt=never then: sudo sed -i 's/Prompt=never/Prompt=normal/'
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,verification,If,If Prompt=LTS then: sudo sed -i 's/Prompt=lts/Prompt=normal/'
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,verification,If,"If sed command fails, edit manually, changing to: Prompt=LTS"
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,verification,If,"If a new release is found, APT will add new repositories and start the upgrade"
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,action,When,"When asked to start the upgrade, type "
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,action,When,"When asked, restart services during package upgrades without asking, select "
../testcases/image/1642_Server_Upgrade_CLI,3,Conditional Test Logic,dependent clause,action,When,"When asked, remove obsolete packages, type "
../testcases/image/1660_Alternate Install (Unencrypted Home),0,Conditional Test Logic,dependent clause,verification,If,"You may be informed that 'the following disks have mounted partitions'. If the intended target drive is affected, you must"
../testcases/image/1661_Alternate Install (Manual Partitioning),0,Conditional Test Logic,dependent clause,action,Once,"Once you have your required partitioning scheme laid out, select Finish partitioning and write changes to disk"
../testcases/image/1663_Image Boot Test,0,Conditional Test Logic,dependent clause,action,When,When ubiquity starts select your language in the left column
../testcases/image/1687_Xubuntu Core Install,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1687_Xubuntu Core Install,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skips to the 'Where are you?' screen. Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1687_Xubuntu Core Install,0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1689_Install (no Network),0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1689_Install (no Network),0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1689_Install (no Network),0,Conditional Test Logic,dependent clause,action,With,"With the system not connected to the network, a US timezone is preselected. Set the timezone to match your local time."
../testcases/image/1698_Install_BIOS,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1698_Install_BIOS,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1699_Install_UEFI,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1699_Install_UEFI,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1710_Install RAID1 (Server live),0,Conditional Test Logic,dependent clause,action,If,"If it already has partitions, select ""Reformat"" from the menu"
../testcases/image/1715_Degraded RAID1 (Server live),0,Conditional Test Logic,dependent clause,action,If,"If it already has partitions, select ""Reformat"" from the menu"
../testcases/image/1716_Install (entire disk with ZFS),0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 14 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1716_Install (entire disk with ZFS),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1716_Install (entire disk with ZFS),0,Conditional Test Logic,dependent clause,verification,Upon,"Upon login, open a terminal, run the following commands and verify it matches the output"
../testcases/image/1717_Install RST,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1717_Install RST,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Conditional Test Logic,dependent clause,verification,If,"If the password is correct, the screen 'Perform MOK management' is displayed again"
../testcases/image/1729_S390X Install LPAR (Server live),0,Conditional Test Logic,dependent clause,action,If,"If the basic network configuration was not specified in the parmfile, the installer will interactively ask about it."
../testcases/image/1729_S390X Install LPAR (Server live),0,Conditional Test Logic,dependent clause,action,If,"If the boot-up of the installation system is complete, open the ""Integrated ASCII Console"" or use a remote ssh installer session (recommended) to connect to the live installer."
../testcases/image/1730_S390X Install zVM (Server live),0,Conditional Test Logic,dependent clause,action,If,"If the basic network configuration was not specified in the parmfile, the installer will interactively ask about it."
../testcases/image/1730_S390X Install zVM (Server live),0,Conditional Test Logic,dependent clause,action,If,"If the boot-up of the installation system is complete, use a remote ssh installer session to connect to the live installer."
../testcases/image/1733_Install (Safe Graphics mode),0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1733_Install (Safe Graphics mode),0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 13 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' page, select a drive in the 'Select drive' list."
../testcases/image/1733_Install (Safe Graphics mode),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1739_WSL Import and run,0,Conditional Test Logic,dependent clause,action,Since,"Since the image	has been installed directly and not with the distro launcher, you're logged in a root by default and have to create a first user manually. # adduser ubuntu Adding user `ubuntu' ... Adding new group `ubuntu' (1000) ... Adding new user `ubuntu' (1000) with group `ubuntu' ... Creating home directory `/home/ubuntu' ... Copying files from `/etc/skel' ... New password: Retype new password: passwd: password updated successfully Changing the user information for ubuntu Enter the new value, or press ENTER for the default Full Name []: Room Number []: Work Phone []: Home Phone []: Other []: Is the information correct? [Y/n] "
../testcases/image/1300_Install (entire disk),0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1300_Install (entire disk),0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 12 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' page, select a drive in the 'Select drive' list."
../testcases/image/1300_Install (entire disk),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1301_Install (auto-resize),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1302_Install (manual partitioning),0,Conditional Test Logic,dependent clause,action,Once,"Once you have your required partitioning scheme laid out, click on the Install Now button"
../testcases/image/1302_Install (manual partitioning),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1303_Live Session,0,Conditional Test Logic,dependent clause,action,When,When ubiquity starts select your language in the left column
../testcases/image/1305_Install (OEM setup),0,Conditional Test Logic,dependent clause,action,When,"When you see the screen with a solid color with an icon at the bottom, press any key to get the menu"
../testcases/image/1305_Install (OEM setup),0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1305_Install (OEM setup),0,Conditional Test Logic,dependent clause,action,If,"If you installed a non-english version of FAMILY, note the language used on the desktop"
../testcases/image/1307_Free Software Only,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1307_Free Software Only,0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1309_Install (Screen Reader),0,Conditional Test Logic,dependent clause,action,Once,"Once the installer tells you it is finished, Restart the system now by pressing Enter"
../testcases/image/1311_Non-English Installation Full Network Support,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1311_Non-English Installation Full Network Support,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1311_Non-English Installation Full Network Support,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1311_Non-English Installation Full Network Support,0,Conditional Test Logic,dependent clause,action,If,"If your system is connected to the network, note the preselected timezone correspond with your timezone and the city indicated in the text box "
../testcases/image/1312_Non-English Installation No Network,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1312_Non-English Installation No Network,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer skips to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1312_Non-English Installation No Network,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 12 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1312_Non-English Installation No Network,0,Conditional Test Logic,dependent clause,verification,If,"If you aren't using Bengali (bn), German (de), English (en), Spanish (es), French(fr), Portuguese (pt) or Xhosa (xh) a pop up appears showing saying your language support is not complete"
../testcases/image/1312_Non-English Installation No Network,0,Conditional Test Logic,dependent clause,verification,If,If you are using one of the above languages the calendar shows the regional settings correctly
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,verification,If,"If there is only one hard disk, the installer should skip to the ""Where are you?' screen. Otherwise, the 'Installation type' screen is displayed"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,action,If,"If there is only one hard disk, skip to step 10 (On the 'Where are you?' screen...). Otherwise, on the 'Installation type' screen verify that the drive selected on the Select drive list corresponds to the drive on the chart (e.g /dev/sda)"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,action,When,"When the installer is installing the language packs, disconnect the Internet"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,verification,If,"If you aren't using Bengali (bn), German (de), English (en), Spanish (es), French(fr), Portuguese (pt) or Xhosa (xh) a pop up appears showing saying your language support is not complete"
../testcases/image/1313_Installation Broken Internet,0,Conditional Test Logic,dependent clause,verification,If,If you are using one of the above languages the calendar shows the regional settings correctly
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Conditional Test Logic,dependent clause,action,Once,Once Ubiquity starts click on Forward
../testcases/image/1314_Non-English Live Session & Installation; No Network,0,Conditional Test Logic,dependent clause,action,Once,Once the installer has finished choose to Restart the system now
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Conditional Test Logic,dependent clause,verification,Once,"Once the live session has started, verify that the system is localized to the previously selected language"
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Conditional Test Logic,dependent clause,action,Once,Once Ubiquity starts click on Forward
../testcases/image/1315_Non-English Live Session & Installation; Full Network Support,0,Conditional Test Logic,dependent clause,action,Once,Once the installer has finished choose to Restart the system now
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Conditional Test Logic,dependent clause,action,Once,Once the installer has finished click the Restart now button.
../testcases/image/1401_Install (Bind9),0,Conditional Test Logic,dependent clause,action,If,"If the system can access the outside world, dns queries against the server at localhost should work"
../testcases/image/1406_Install (OpenSSH server),0,Conditional Test Logic,dependent clause,verification,If,"If you can, try to connect to the server from a remote client."
../testcases/hardware/1477_Builtin Keyboard,1,Conditional Test Logic,dependent clause,action,Once,Once it opens ensure that every character is displayed as expected 
../testcases/hardware/1486_Suspend & Resume,0,Conditional Test Logic,dependent clause,action,After,After about 10 seconds press the power button on your system to resume
../testcases/hardware/1618_System Config Printer,1,Conditional Test Logic,dependent clause,action,With,"With the 'Printers - localhost' dialog still open, turn on your printer and connect it to the computer"
../testcases/packages/Studio/1577_Audacity,7,Conditional Test Logic,dependent clause,verification,If,"If this is your first time, a new message appears telling you about to save your changes."
../testcases/packages/Studio/1577_Audacity,7,Conditional Test Logic,dependent clause,verification,If,"If this is your first time, it'll send a message about your file, and it creates a file.aup"
../testcases/packages/Studio/1577_Audacity,7,Conditional Test Logic,dependent clause,verification,If,"If this is your first time, it'll send a message about your file, and it creates a file.aup"
../testcases/packages/Studio/1577_Audacity,7,Conditional Test Logic,dependent clause,verification,If,"If you do click on ""Clear"" all files will be delete, Could you do it?"
../testcases/packages/Studio/1672_Ardour,0,Conditional Test Logic,dependent clause,action,Unless,"Unless there is an external device connected that can be used for monitoring, choose the ""Ask Ardour to playback..."" option and click the Forward button."
../testcases/packages/Studio/1672_Ardour,1,Conditional Test Logic,dependent clause,action,When,"When you have recorded enough, press the Stop (square) icon"
../testcases/packages/Studio/1676_Qjackctl,0,Conditional Test Logic,dependent clause,action,If,"Select a suitable Frames/Period from interface dropdown menu. For low latency monitoring choose somewhere between 64-256. If unsure, be conservative and leave the default setting (1024)"
