Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Action,,verification,Launch,"Launch the ""Dolphin"" settings via the ""Control"" menu"
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Action,,verification,Click,"Click on the wrench icon, are the entries localized?"
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Action,,verification,Click,"Click on the entry marked ""Settings"", is the ""Settings"" window localized?"
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Action,,verification,Click,"Click on the menu item labeled ""Edit"", are the entries localized?"
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Action,,verification,Make,Make sure all the strings are localized
../testcases/image/1634_Kubuntu Localisation Support,0,Misplaced Action,,verification,Try,"Try and upgrade your system, is the ""Download Rate"" at the bottom left correctly localized?"
../testcases/image/1640_Install_Minimal_System,0,Misplaced Action,,verification,Provide,Provide sudo password
../testcases/image/1642_Server_Upgrade_CLI,0,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,0,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,0,Misplaced Action,,verification,Return,Return to the command prompt
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Action,,verification,Note,Note the release version
../testcases/image/1642_Server_Upgrade_CLI,1,Misplaced Action,,verification,Compare,"Compare results to step(5), will be the next sequential release."
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Action,,verification,Note,Note the release version
../testcases/image/1642_Server_Upgrade_CLI,2,Misplaced Action,,verification,Compare,"Compare results to step(5), will be the next sequential LTS release."
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Action,,verification,Return,Return: Prompt=normal
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Action,,verification,Note,Note the release version
../testcases/image/1642_Server_Upgrade_CLI,3,Misplaced Action,,verification,Compare,"Compare results to step(5), will be the next development release."
../testcases/image/1655_Xubuntu Core Install tasksel,0,Misplaced Action,,verification,Choose,Choose a mirror dialogue displays
../testcases/image/1660_Alternate Install (Unencrypted Home),0,Misplaced Action,,verification,Wait,Wait for a while - The install may seem like it has locked at a percentage but is actually working in the background. You can check and see if it is working by switching to tty4 (alt + f4).
../testcases/image/1661_Alternate Install (Manual Partitioning),0,Misplaced Action,,verification,Select,Select the partition and set up the scheme you prefer and the additional options you may want
../testcases/image/1661_Alternate Install (Manual Partitioning),0,Misplaced Action,,verification,Wait,Wait for a while - The install may seem like it has locked at a percentage but is actually working in the background. You can check and see if it is working by switching to tty4 (alt + f4).
../testcases/image/1687_Xubuntu Core Install,0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1687_Xubuntu Core Install,0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1689_Install (no Network),0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1689_Install (no Network),0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1698_Install_BIOS,0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1698_Install_BIOS,0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1699_Install_UEFI,0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1699_Install_UEFI,0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1700_Alternate Install (No Network),0,Misplaced Action,,verification,Wait,Wait for a while - The install may seem like it has locked at a percentage but is actually working in the background. You can check and see if it is working by switching to tty4 (Alt + F4).
../testcases/image/1701_Install using Calamares (entire disk),0,Misplaced Action,,verification,Test,"Test the keyboard layout in the given box, which should be set correctly"
../testcases/image/1702_Install using Calamares (manual partitioning),0,Misplaced Action,,verification,Test,"Test the keyboard layout in the given box, which should be set correctly"
../testcases/image/1717_Install RST,0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1717_Install RST,0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1718_Install UEFI SecureBoot nVidia,0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1728_PPC64EL Install using Netboot (Petitboot),0,Misplaced Action,,verification,wget,wget http://path/to/image.iso # proxy might be needed: '-e use_proxy=yes -e http_proxy=squid.internal:3128' 
../testcases/image/1729_S390X Install LPAR (Server live),0,Misplaced Action,,verification,Start,"Start the interactive questionnaire about the basic network configuration and make sure that the URL to image, that needs to be specified too, is accessible (hence, ideally point to the image located on the install server)."
../testcases/image/1730_S390X Install zVM (Server live),0,Misplaced Action,,verification,Start,"Start the interactive questionnaire about the basic network configuration and make sure the URL to image (that needs to be specified in addition) is accessible (hence, ideally point to the image located on the install server.)"
../testcases/image/1733_Install (Safe Graphics mode),0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1733_Install (Safe Graphics mode),0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1736_Install Unleashed,0,Misplaced Action,,verification,Set,Set new password
../testcases/image/1736_Install Unleashed,0,Misplaced Action,,verification,Confirm,Confirm the new password
../testcases/image/1736_Install Unleashed,0,Misplaced Action,,verification,Run,"Run any command that is not installed, check that command-not-found recommends things to install"
../testcases/image/1736_Install Unleashed,0,Misplaced Action,,verification,Install,"Install a package and check that it works, i.e. hello"
../testcases/image/1737_Install Unmatched,0,Misplaced Action,,verification,Set,Set new password
../testcases/image/1737_Install Unmatched,0,Misplaced Action,,verification,Confirm,Confirm the new password
../testcases/image/1737_Install Unmatched,0,Misplaced Action,,verification,Run,"Run any command that is not installed, check that command-not-found recommends things to install"
../testcases/image/1737_Install Unmatched,0,Misplaced Action,,verification,Install,"Install a package and check that it works, i.e. hello"
../testcases/image/1738_Install Qemu,0,Misplaced Action,,verification,Follow,Follow instructions from wikion how to boot with QEMU
../testcases/image/1738_Install Qemu,0,Misplaced Action,,verification,Set,Set new password
../testcases/image/1738_Install Qemu,0,Misplaced Action,,verification,Confirm,Confirm the new password
../testcases/image/1738_Install Qemu,0,Misplaced Action,,verification,Run,"Run any command that is not installed, check that command-not-found recommends things to install"
../testcases/image/1738_Install Qemu,0,Misplaced Action,,verification,Install,"Install a package and check that it works, i.e. hello"
../testcases/image/1739_WSL Import and run,0,Misplaced Action,,verification,See,"Verify that you	can switch to the new user # su ubuntu To run a command as administrator (user &quot;root&quot;), use &quot;sudo &lt;command&gt;&quot;. See &quot;man sudo_root&quot; for details. $ whoami ubuntu "
../testcases/image/1739_WSL Import and run,0,Misplaced Action,,verification,Start,"Start one of the graphical application from the x11-utils package, like xcalc for example: $ xcalc (Wait a moment until the application starts and is displayed) "
../testcases/image/1300_Install (entire disk),0,Misplaced Action,,verification,Write,Write changes dialogue appears
../testcases/image/1300_Install (entire disk),0,Misplaced Action,,verification,Continue,Continue button becomes available
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Type,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Keep,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Misplaced Action,,verification,Click,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1404_Install (LAMP),0,Misplaced Action,,verification,add,add the following text to the file: &lt;?php phpinfo(); ?&gt;
../testcases/image/1405_Install (Mail server),0,Misplaced Action,,verification,echo,echo foo | mail -s test ${USER}
../testcases/image/1405_Install (Mail server),0,Misplaced Action,,verification,Run,"Run mutt and press enter to see the mail, press qto exit"
../testcases/image/1410_Install (Tomcat Java server),0,Misplaced Action,,verification,Ubuntu,Ubuntu installer main menu is displayed
../testcases/packages/Studio/1577_Audacity,0,Misplaced Action,,verification,Record,"Record your voice, stopped and play it. Can you hear yourself?"
../testcases/packages/Studio/1577_Audacity,7,Misplaced Action,,verification,Choose,"Choose a location for your file.aup and click on ""Save"""
../testcases/packages/Studio/1577_Audacity,7,Misplaced Action,,verification,Choose,"Choose a location for your file.aup and click on ""Save"""
../testcases/packages/Studio/1577_Audacity,8,Misplaced Action,,verification,Click,"Click on ""OK"" and the interface disappears."
../testcases/packages/Studio/1577_Audacity,8,Misplaced Action,,verification,Click,"Click on ""Reset Toolbars"" and everything come back to default mode."
../testcases/packages/Studio/1577_Audacity,10,Misplaced Action,,verification,Click,"Click on ""Insert After"" and ""Insert Before"", Can you see these entries?"
../testcases/packages/Studio/1577_Audacity,10,Misplaced Action,,verification,Click,"Click on ""Export"", select a folder and save it as a txt file. Did it work?"
../testcases/packages/Studio/1577_Audacity,10,Misplaced Action,,verification,Click,"Click on ""OK"", a new entry should appear in the desk."
../testcases/packages/Studio/1577_Audacity,11,Misplaced Action,,verification,Click,"Click on ""OK"", Can you see the difference in the audio chart?"
../testcases/packages/Studio/1577_Audacity,11,Misplaced Action,,verification,Click,"Click on ""OK"", Can you see the difference in the audio chart?"
../testcases/packages/Studio/1577_Audacity,11,Misplaced Action,,verification,Select,"Select a noise type, amplitude and then click on OK"
../testcases/packages/Studio/1577_Audacity,11,Misplaced Action,,verification,Select,"Select a new ""Duration"" and click on ""OK"""
../testcases/packages/Studio/1577_Audacity,11,Misplaced Action,,verification,Change,"Change the default values and click on ""OK"""
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Try,"Try to change the Algorithm, the chart is updated. Did you see it?"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Try,"Try to change the Size, the chart is updated. Did you see it?"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,"Click on ""Close"" and the interface disappears"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,"Click on OK, a new entry in the desk should appear called ""Clipping"", Can you see the points?, Can you move them?, Can you change their labels?"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,"Click on OK and a new entry in the desk appears, Can you see the points with a B Label?, Can you move them?, Can you change their labels?"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,"Click on OK and a new entry in the desk appears, Can you see the points with Labels?, Can you move them?, Can you change their labels?"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,Click on OK. Could you create the file in the directory?
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,"Click on OK and a new entry in the desk appears, Can you see the points with a S Label?, Can you move them?, Can you change their labels?"
../testcases/packages/Studio/1577_Audacity,12,Misplaced Action,,verification,Click,"Click on OK and a new entry in the desk appears, Can you see the points with a number Label?, Can you move them?, Can you change their labels?"
../testcases/packages/Studio/1577_Audacity,13,Misplaced Action,,verification,Click,"Click on ""OK... Audacious!"" must close the window"
../testcases/packages/Studio/1577_Audacity,13,Misplaced Action,,verification,Make,Make a capture and check that it is in the right location
../testcases/packages/Studio/1664_krita,0,Misplaced Action,,verification,Open,Open the krita application from GRAPHIC DESIGN subsection in Main Menu.
../testcases/packages/Studio/1665_inkscape,2,Misplaced Action,,verification,Draw,Draw shape on canvas
