Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/packages/Unity/1396_Unity multimonitor multi-launchers,12,Misplaced Precondition,SUT state,action,"[placement, is, set]","In the Diplays settings, ensure that Launcher placement is set to a single screen"
../testcases/packages/Xfce/1580_Xfdesktop Settings,2,Misplaced Precondition,SUT state,action,"[Style, is, set]","Under 'Background', ensure 'Style' is set to 'None'. Select, in turn, 'Solid colour', 'Horizontal gradient', 'Vertical gradient', and 'Transparent'"
../testcases/packages/Xfce/1589_Xfce4 Thunar Volman,1,Misplaced Precondition,SUT state,action,"[tab, is, selected]",Make sure that the 'Storage' tab is selected
../testcases/packages/1424_Nautilus,2,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,2,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,3,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,3,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,4,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,4,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,5,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,5,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,6,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,6,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,7,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,7,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1508_Simple Scan,6,Misplaced Precondition,SUT state,action,"[image, has, scanned]","Put a document into the scanner and Click ""Scan"" once image has scanned put another document into the scanner and click ""Scan"" one more."
../testcases/packages/1600_Ristretto,3,Misplaced Precondition,SUT state,action,"[image, is, displayed]",Ensure that Ristretto is loaded and an image is displayed in the main window. Toggle View->Show Toolbar.
../testcases/packages/1633_light-locker-settings,1,Misplaced Precondition,SUT state,action,"[switch, is, set]","Verify that the ""Lock on suspend"" switch is set to OFF"
